[2023-12-03 20:50:57,383] INFO [Controller id=0 epoch=21] Sending UpdateMetadata request to brokers HashSet(0) for 0 partitions (state.change.logger)
[2023-12-03 20:50:57,411] INFO [Controller id=0 epoch=21] Sending LeaderAndIsr request to broker 0 with 61 become-leader and 0 become-follower partitions (state.change.logger)
[2023-12-03 20:50:57,416] INFO [Controller id=0 epoch=21] Sending UpdateMetadata request to brokers HashSet(0) for 61 partitions (state.change.logger)
[2023-12-03 20:50:57,562] INFO [Broker id=0] Handling LeaderAndIsr request correlationId 1 from controller 0 for 61 partitions (state.change.logger)
[2023-12-03 20:50:57,582] INFO [Broker id=0] Stopped fetchers as part of LeaderAndIsr request correlationId 1 from controller 0 epoch 21 as part of the become-leader transition for 61 partitions (state.change.logger)
[2023-12-03 20:50:57,587] INFO [Broker id=0] Leader __consumer_offsets-3 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 3 with partition epoch 0, high watermark 3, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,695] INFO [Broker id=0] Leader __consumer_offsets-1 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,697] INFO [Broker id=0] Leader ResultsTopic2-0 with topic id Some(61zDR1u4TkOhLEW_eGi08g) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,700] INFO [Broker id=0] Leader __consumer_offsets-16 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,702] INFO [Broker id=0] Leader __consumer_offsets-2 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,704] INFO [Broker id=0] Leader __consumer_offsets-25 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,705] INFO [Broker id=0] Leader __consumer_offsets-40 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,707] INFO [Broker id=0] Leader __consumer_offsets-47 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,709] INFO [Broker id=0] Leader __consumer_offsets-17 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,711] INFO [Broker id=0] Leader __consumer_offsets-32 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 12 with partition epoch 0, high watermark 12, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,712] INFO [Broker id=0] Leader SockPurchasesTopic-0 with topic id Some(TxkauOUpSvyTXFFPh-SedQ) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,714] INFO [Broker id=0] Leader __consumer_offsets-37 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,717] INFO [Broker id=0] Leader __consumer_offsets-7 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,719] INFO [Broker id=0] Leader __consumer_offsets-22 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,722] INFO [Broker id=0] Leader __consumer_offsets-29 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 10 with partition epoch 0, high watermark 10, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,722] INFO [Broker id=0] Leader __consumer_offsets-44 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,725] INFO [Broker id=0] Leader __consumer_offsets-14 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,730] INFO [Broker id=0] Leader ResultsTopic-0 with topic id Some(Y8sB4uCITIaqFYn1pSAIKw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,733] INFO [Broker id=0] Leader __consumer_offsets-23 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,742] INFO [Broker id=0] Leader __consumer_offsets-38 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 3 with partition epoch 0, high watermark 3, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,744] INFO [Broker id=0] Leader __consumer_offsets-8 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 10 with partition epoch 0, high watermark 10, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,747] INFO [Broker id=0] Leader __consumer_offsets-45 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 3 with partition epoch 0, high watermark 3, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,748] INFO [Broker id=0] Leader ResultsTopicHourly-0 with topic id Some(41pLUUVzS4inUHGj1xzmTg) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,750] INFO [Broker id=0] Leader __consumer_offsets-15 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 11 with partition epoch 0, high watermark 11, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,751] INFO [Broker id=0] Leader __consumer_offsets-30 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,752] INFO [Broker id=0] Leader __consumer_offsets-0 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 16 with partition epoch 0, high watermark 16, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,753] INFO [Broker id=0] Leader __consumer_offsets-35 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,755] INFO [Broker id=0] Leader __consumer_offsets-5 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,761] INFO [Broker id=0] Leader __consumer_offsets-20 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,765] INFO [Broker id=0] Leader __consumer_offsets-27 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,767] INFO [Broker id=0] Leader __consumer_offsets-42 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,770] INFO [Broker id=0] Leader __consumer_offsets-12 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,772] INFO [Broker id=0] Leader __consumer_offsets-21 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,774] INFO [Broker id=0] Leader __consumer_offsets-36 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,777] INFO [Broker id=0] Leader __consumer_offsets-6 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 12 with partition epoch 0, high watermark 12, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,777] INFO [Broker id=0] Leader __consumer_offsets-43 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,781] INFO [Broker id=0] Leader __consumer_offsets-13 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,783] INFO [Broker id=0] Leader __consumer_offsets-28 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,786] INFO [Broker id=0] Leader TotalProfitTopic-0 with topic id Some(0JgppfS3Rbe0PmxQaKPntw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:50:57,904] INFO [Broker id=0] Finished LeaderAndIsr request in 342ms correlationId 1 from controller 0 for 61 partitions (state.change.logger)
[2023-12-03 20:50:57,911] INFO [Broker id=0] Add 61 partitions and deleted 0 partitions from metadata cache in response to UpdateMetadata request sent by controller 0 epoch 21 with correlation id 2 (state.change.logger)
[2023-12-03 20:52:07,408] INFO [Controller id=0 epoch=21] Sending UpdateMetadata request to brokers HashSet() for 0 partitions (state.change.logger)
[2023-12-03 20:52:13,119] INFO [Controller id=0 epoch=22] Sending UpdateMetadata request to brokers HashSet(0) for 0 partitions (state.change.logger)
[2023-12-03 20:52:13,149] INFO [Controller id=0 epoch=22] Sending LeaderAndIsr request to broker 0 with 61 become-leader and 0 become-follower partitions (state.change.logger)
[2023-12-03 20:52:13,158] INFO [Controller id=0 epoch=22] Sending UpdateMetadata request to brokers HashSet(0) for 61 partitions (state.change.logger)
[2023-12-03 20:52:13,288] INFO [Broker id=0] Handling LeaderAndIsr request correlationId 1 from controller 0 for 61 partitions (state.change.logger)
[2023-12-03 20:52:13,304] INFO [Broker id=0] Stopped fetchers as part of LeaderAndIsr request correlationId 1 from controller 0 epoch 22 as part of the become-leader transition for 61 partitions (state.change.logger)
[2023-12-03 20:52:13,311] INFO [Broker id=0] Leader __consumer_offsets-3 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 3 with partition epoch 0, high watermark 3, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,315] INFO [Broker id=0] Leader __consumer_offsets-18 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 3 with partition epoch 0, high watermark 3, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,318] INFO [Broker id=0] Leader SockSalesTopic-0 with topic id Some(o43p_hKHQ8WV27erkw6nsg) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,330] INFO [Broker id=0] Leader __consumer_offsets-41 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,339] INFO [Broker id=0] Leader ResultsTopicPurchase-0 with topic id Some(mxl4bQsTQf2RjC-K0BNLSg) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,342] INFO [Broker id=0] Leader __consumer_offsets-10 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,348] INFO [Broker id=0] Leader ResultsTopicSale-0 with topic id Some(eG73bXNURTal0dRmIsvCeA) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,350] INFO [Broker id=0] Leader __consumer_offsets-33 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,352] INFO [Broker id=0] Leader DBInfoTopic-0 with topic id Some(9ehe2nwtRv2xSfwCmt1flg) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,354] INFO [Broker id=0] Leader __consumer_offsets-48 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,356] INFO [Broker id=0] Leader __consumer_offsets-19 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,358] INFO [Broker id=0] Leader __consumer_offsets-34 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 3 with partition epoch 0, high watermark 3, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,359] INFO [Broker id=0] Leader __consumer_offsets-4 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,361] INFO [Broker id=0] Leader __consumer_offsets-11 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,363] INFO [Broker id=0] Leader __consumer_offsets-26 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,369] INFO [Broker id=0] Leader RestultsTopics-0 with topic id Some(6pTL9GugT0OgIhY5awGFBg) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,372] INFO [Broker id=0] Leader __consumer_offsets-49 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,373] INFO [Broker id=0] Leader RestultsTopic-0 with topic id Some(t-X2bwTsS1eQ3L0yqkEVbw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,375] INFO [Broker id=0] Leader __consumer_offsets-39 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,377] INFO [Broker id=0] Leader __consumer_offsets-9 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 3 with partition epoch 0, high watermark 3, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,378] INFO [Broker id=0] Leader __consumer_offsets-24 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
